Stf;Pos.;MaterialP;Objektkurztext;Menge;ME;Werk;ZTP;Horiz;DMk;BeschArt;MArt;R;LOrt;ArbPlatz;ÄndNr;EKG;SchGut
0;0;500583000;FLEXITY BRÜSSEL 5-2,30-SG-2;1;ST;86;SP;1;PD;E;FERT;;;;;;
1;1;500589468;Farbe 2011;1;ST;86;SP;1;PD;E;HALB;1;15;INV;W-BRU001;;
2;1;SAND421CM1;Sandstrahlen C421 CM1;1;ST;86;SP;300;PD;E;HALB;1;15;INV;W-BRU001;;
3;1;500595195;Rohbau CM1 7 ZR 2300 Zukauf;1;ST;86;SP;1;PD;F;ROH;;88;SA01;W-BRU001M;W05;
2;2;581686CM1;Kaltfügeteile CM1 7 2300;1;ST;86;SP;300;PD;E;HALB;1;15;INV;W-BRU001;;
3;1;500452716;Blindnietm.M6 34398060624:Böllhoff;4;ST;86;SP;1;ND;F;ROH;;88;VO90;W-BRU001M;W09;X
3;2;500525130;Basiselement M10/M5 Flachkopf;4;ST;86;SP;1;PD;F;ROH;;88;VO90;76412;W02;
2;3;581654CM1;Lackierung CM1 Brüssel 2300;1;ST;86;SP;300;PD;E;HALB;1;15;INV;W-BRU001;;
3;1;500325708;Klebstoff Terostat MS 935 grau 290ml;2,000;KG;86;SP;1;PD;F;ROH;1;88;PA01;70887;W09;
2;4;592654CM1;Anstrichstoffe Cab Flexity Brüssel2;1;ST;86;SP;300;PD;E;HALB;1;15;INV;W-BRU001M;;
3;1;500592662;WefaPox 2K W Monocoat RAL 9005;76,500;KG;86;SP;1;PD;F;ROH;1;88;PA01;W-BRU001;W09;
3;2;500592663;WefaPox 2K W Monocoat RAL 7011;8,500;KG;86;SP;1;PD;F;ROH;1;88;PA01;W-BRU001;W09;
3;3;500592664;Härter 58B wefa;50,000;KG;86;SP;1;PD;F;ROH;1;88;PA01;W-BRU001;W09;
3;4;500591834;Wefapur 2K W Filler beige;9,000;KG;86;SP;1;PD;F;ROH;1;88;PA01;W-BRU001;W09;
3;5;500591835;Härter 30L wefa;1,500;KG;86;SP;1;PD;F;ROH;1;88;PA01;W-BRU001;W09;
3;6;500592040;Wefaprotect 2K Basecoat RAL 9006;4,000;KG;86;SP;1;PD;F;ROH;1;88;PA01;W-BRU001;W09;
3;7;500592041;Wefaprotect 2K Basecoat RAL 1035;4,000;KG;86;SP;1;PD;F;ROH;1;88;PA01;W-BRU001;W09;
3;8;500592039;Wefaprotect 2K Basecoat RAL 9005;4,000;KG;86;SP;1;PD;F;ROH;1;88;PA01;W-BRU001;W09;
3;9;500591990;Härter 27 wefa;1,500;KG;86;SP;1;PD;F;ROH;1;88;PA01;W-BRU001;W09;
3;10;500591997;Wefaprotect 2K Clearcoat;6,750;KG;86;SP;1;PD;F;ROH;1;88;PA01;W-BRU001;W09;
3;11;500591821;Härter 28L wefa;5,220;KG;86;SP;1;PD;F;ROH;1;88;PA01;W-BRU001;W09;
3;12;500112090;Korrosionsschutz Tectyl 5750 W;20,000;KG;86;SP;1;PD;F;ROH;1;88;PA01;W-BRU001;W09;
3;13;500260303;Tectyl 558 AMC;2,000;KG;86;SP;1;PD;F;ROH;1;88;PA01;W-BRU001;W09;
3;14;500455000;Tectyl 120;2,000;KG;86;SP;1;PD;F;ROH;1;88;PA01;W-BRU001;W09;
3;15;700011785;Korrosionsschutz - Tectyl 846; 0,500;KG;86;SP;1;PD;F;ROH;1;88;PA01;W-BRU001;W09;
3;16;500591818;Wefaprotect 2K W Topcoat SM RAL 7022;2,000;KG;86;SP;1;PD;F;ROH;1;88;PA01;W-BRU001;W09;
3;17;500591975;Wefapox 2K W Primer;2,000;KG;86;SP;1;PD;F;ROH;1;88;PA01;W-BRU001;W09;
3;18;500591976;Härter EP W 75 wefa; 0,840;KG;86;SP;1;PD;F;ROH;1;88;PA01;W-BRU001;W09;
1;2;500589469;Farbe 2021;1;ST;86;SP;1;PD;E;HALB;1;15;INV;W-BRU001;;
2;1;584976CM1;Anbau GFK-Aussenverkleidung CM1 2300;1;ST;86;SP;300;PD;E;HALB;1;15;INV;W-BRU001;;
3;1;500585047;GFK-Seitenwand links lackiert CM1;1;ST;86;SP;200;PD;E;HALB;1;15;PA01;W-BRU001;;
4;1;500591384;GFK-Seitenwand geklebt li CM1 7;1;ST;86;SP;1;PD;F;ROH;;88;PA01;W-BRU001;W06;
3;2;500585049;GFK-Seitenwand rechts lackiert CM1;1;ST;86;SP;200;PD;E;HALB;1;15;PA01;W-BRU001;;
4;1;500591512;Seitenwand kpl re CM1 7;1;ST;86;SP;1;PD;F;ROH;;88;PA01;W-BRU001;W06;
3;3;500585043;GFK-Haube CM1 lackiert;1;ST;86;SP;200;PD;E;HALB;1;15;PA01;W-BRU001;;
4;1;500594950;GFK-Haube CM1 kpl;1;ST;86;SP;1;PD;F;ROH;;88;PA01;W-BRU001;W06;
3;4;500592532;Bugrohrabdeckung li;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRU001;W06;
3;5;500592533;Bugrohrabdeckung re;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRU001;W06;
3;1;500546974;Klebstoff Sikaflex-268 schwarz Hobb.50l;3,900;KG;86;SP;1;PD;F;ROH;1;48;PK40;W-VIE001M;W09;
3;2;500546975;Klebstoff SikaBooster-20 S Hobb.23l; 0,078;KG;86;SP;1;PD;F;ROH;1;48;PK40;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207; 0,240;KG;86;SP;1;PD;F;ROH;1;88;PK40;W-VIE001M;W09;
3;1;500546973;Klebstoff Sikaflex-268 schwarz 600ml;2,600;KG;86;SP;1;PD;F;ROH;1;48;PK40;W-VIE001M;W09;
3;3;500050017;Sika Aktivator 100; 0,100;KG;86;SP;1;PD;F;ROH;1;88;PK40;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207; 0,160;KG;86;SP;1;PD;F;ROH;1;88;PK40;W-VIE001M;W09;
3;1;500546976;Klebstoff Sikaflex-268 PowerCure schwarz;9,100;KG;86;SP;1;PD;F;ROH;1;48;PK40;74287;W09;
3;4;500539443;Haftvermittler Sika Primer-207; 0,560;KG;86;SP;1;PD;F;ROH;1;88;PK40;74287;W09;
2;4;584950CM1;Anbau Bodenplatten CM1 7 2300;1;ST;86;SP;300;PD;E;HALB;1;15;INV;W-BRU001;;
3;1;500594121;Bodenplatte Fahrerstand CM 2300;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRU001;W06;
3;2;500594124;Bodenplatte Fahrgastraum CM 2300;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRU001;W06;
3;3;500594126;Bodenplatte Tuersaeule li CM 2300;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRU001;W06;
3;4;500594127;Bodenplatte Tuersaeule re CM 2300;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRU001;W06;
3;5;500597884;Abdeckung Kabelkanal CM1 7;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRU001;W05;
3;6;500237719;Elastikp. 3M Bumpon SJ5744 4,0mm skl.;30;ST;86;SP;1;ND;F;ROH;;88;PK40;W-BRU001;W02;X
3;7;500596512;Elastikp. 3M Bumpon SJ61A1 5,1mm skl.;30;ST;86;SP;1;ND;F;ROH;;88;PK40;W-BRU001;W10;X
3;8;500596511;Elastikp. 3M Bumpon SJ6148 6,2mm skl.;30;ST;86;SP;1;ND;F;ROH;;88;PK40;W-BRU001;W10;X
3;9;500596510;Elastikp. 3M Bumpon SJ61A4 7,9mm skl.;30;ST;86;SP;1;ND;F;ROH;;88;PK40;W-BRU001;W10;X
3;1;500538717;Klebstoff SikaForce-7818 L7 Harz+Härter;1,250;KG;86;SP;1;PD;F;ROH;1;88;PK40;71219;W09;
3;4;500050017;Sika Aktivator 100; 0,065;KG;86;SP;1;PD;F;ROH;1;88;PK40;71219;W09;
3;1;500546974;Klebstoff Sikaflex-268 schwarz Hobb.50l;11,700;KG;86;SP;1;PD;F;ROH;1;48;PK40;W-VIE001M;W09;
3;2;500546975;Klebstoff SikaBooster-20 S Hobb.23l; 0,234;KG;86;SP;1;PD;F;ROH;1;48;PK40;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207; 0,720;KG;86;SP;1;PD;F;ROH;1;88;PK40;W-VIE001M;W09;
3;1;500098888;Plexus MA 420-2K-MMA; 0,000;KG;86;SP;1;PD;F;ROH;1;88;PK40;70887;W09;
3;1;500546976;Klebstoff Sikaflex-268 PowerCure schwarz;1,300;KG;86;SP;1;PD;F;ROH;1;48;PK40;74287;W09;
3;4;500539443;Haftvermittler Sika Primer-207; 0,080;KG;86;SP;1;PD;F;ROH;1;88;PK40;74287;W09;
3;14;500594260;Klebeauflage CM1 7;2;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRU001;W05;
2;5;584945CM1;Anbau Bodenbelag CM1 7 2300;1;ST;86;SP;300;PD;E;HALB;1;15;INV;W-BRU001;;
3;1;500593234;Bodenbelag Noraplan stone 1146 3mm;1,600;M2;86;SP;1;PD;F;ROH;1;88;PK40;W-BRU001;W06;
3;2;500594106;Zuschnitt Bodenbelag FST 2;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRU001;W06;
3;3;500594107;Zuschnitt Bodenbelag FST 1;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRU001;W06;
3;4;500594108;Zuschnitt Bodenbelag Stufe CM;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRU001;W06;
3;5;500594141;Trittwinkel Stufe Fahrerstand;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRU001;W05;
3;6;500594199;Trittwinkel Einstieg CM1 7;2;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRU001;W05;
3;7;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;PK40;W-BRU001;;X
3;8;500527949;Antirutschbelag Safety Walk 35x18300;1,600;M;86;SP;1;PD;F;ROH;1;88;PK40;W-BRU001;W02;
3;1;500300643;Klebstoff SikaSense4300FD;3,000;KG;86;SP;1;PD;F;ROH;1;88;PK40;76631;W09;
3;2;500300644;SikaCure-4901 dunkelblau (Vernetzer); 0,150;KG;86;SP;1;PD;F;ROH;1;88;PK40;76631;W09;
3;1;500098888;Plexus MA 420-2K-MMA; 0,000;KG;86;SP;1;PD;F;ROH;1;88;PK40;70887;W09;
3;1;500421553;Klebstoff Terostat MS 935 schwarz;1,000;KG;86;SP;1;PD;F;ROH;1;88;PK40;70887;W09;
3;12;500594328;1K-Fugenmasse Farbe 1253; 0,100;L;86;SP;1;PD;F;ROH;1;88;PK40;W-BRU001;W09;
3;1;500538717;Klebstoff SikaForce-7818 L7 Harz+Härter; 0,000;KG;86;SP;1;PD;F;ROH;1;88;PK40;71219;W09;
3;4;500050017;Sika Aktivator 100; 0,000;KG;86;SP;1;PD;F;ROH;1;88;PK40;71219;W09;
3;1;500287173;Primer 3M 94; 0,020;KG;86;SP;1;PD;F;ROH;1;88;PK40;W-FIN001;W09;
3;2;700032707;Safety Walk Kantenschutzversiegelung; 0,040;KG;86;SP;1;PD;F;ROH;1;88;PK40;W-FIN001;W09;
2;6;584971CM1;Anbau Fenster CM1 7;1;ST;86;SP;300;PD;E;HALB;1;15;INV;W-BRU001M;;
3;1;500591146;Frontscheibe;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRULAP;W06;
3;2;500591147;Fahrzielanzeigenscheibe;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRULAP;W06;
3;3;500603623;Seitenfenster rechts CM inkl PRK;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRULAP;W06;
3;4;500598458;Seitenfenster links CM;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRULAP;W06;
3;5;500603624;Kippfenster CM re inkl PRK;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRULAP;W06;
3;6;500586910;Kippfenster CM li;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRULAP;W06;
3;1;500546973;Klebstoff Sikaflex-268 schwarz 600ml;1,300;KG;86;SP;1;PD;F;ROH;1;48;PK40;W-VIE001M;W09;
3;3;500050017;Sika Aktivator 100; 0,050;KG;86;SP;1;PD;F;ROH;1;88;PK40;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207; 0,080;KG;86;SP;1;PD;F;ROH;1;88;PK40;W-VIE001M;W09;
3;1;500546974;Klebstoff Sikaflex-268 schwarz Hobb.50l;2,600;KG;86;SP;1;PD;F;ROH;1;48;PK40;W-VIE001M;W09;
3;2;500546975;Klebstoff SikaBooster-20 S Hobb.23l; 0,052;KG;86;SP;1;PD;F;ROH;1;48;PK40;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207; 0,160;KG;86;SP;1;PD;F;ROH;1;88;PK40;W-VIE001M;W09;
3;1;500546976;Klebstoff Sikaflex-268 PowerCure schwarz;2,600;KG;86;SP;1;PD;F;ROH;1;48;PK40;74287;W09;
3;4;500539443;Haftvermittler Sika Primer-207; 0,160;KG;86;SP;1;PD;F;ROH;1;88;PK40;74287;W09;
2;7;601808CM1;Anbau Dachisolierung CM1 7 2300;1;ST;86;SP;300;PD;E;HALB;1;15;INV;W-BRU001M;;
3;1;500601809;Melaminschaumplatte li 20x800x827,5;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRU001;W06;
3;2;500601900;Melaminschaumplatte re 20x800x827,5;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRU001;W06;
3;3;500601902;Melaminschaumplatte li 40x198,5x800;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRU001;W06;
3;4;500601903;Melaminschaumplatte re 40x198,5x800;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRU001;W06;
3;5;500601910;Melaminschaumplatte 40x373x863;1;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRU001;W06;
3;6;500601901;Melaminschaumplatte 40x150x843,5;2;ST;86;SP;1;PD;F;ROH;;88;PK40;W-BRU001;W06;
1;3;500589500;Farbe 2031;1;ST;86;SP;1;PD;E;HALB;1;15;INV;W-BRU001;;
1;4;500589501;Qualitätssicherung 2041;1;ST;86;SP;1;PD;E;HALB;1;15;INV;W-BRU001;;
1;1;500589503;Ausbau 3011;1;ST;86;SP;1;PD;E;HALB;1;15;INV;W-BRU001;;
2;1;584994CM1;Anbau Klimaanlage CM 2300;1;ST;86;SP;300;PD;E;HALB;;;INV;W-BRU001;;
3;1;500514293;Kompensator L=180;1;ST;86;SP;1;PD;F;ROH;;88;;W-BRU001;W02;
2;2;584941CM1;Anbau Aussenteile CM1 7;1;ST;86;SP;300;PD;E;HALB;1;15;INV;W-BRU001;;
3;1;500595208;GFK-Seitenschürze links lackiert    P004;1;ST;86;SP;200;PD;E;HALB;1;15;M1FL;W-BRU001;;
4;1;500592167;GFK-Seitenschuerze li CM1 7 kpl;1;ST;86;SP;1;PD;F;ROH;;88;PA01;W-BRU001M;W06;
3;2;500595209;GFK-Seitenschürze rechts lackiert   P005;1;ST;86;SP;200;PD;E;HALB;1;15;M1FL;W-BRU001;;
4;1;500592168;GFK-Seitenschuerze re CM1 7 kpl;1;ST;86;SP;1;PD;F;ROH;;88;PA01;W-BRU001M;W06;
3;3;500577220;Luftauslass CM kpl;2;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRU001;W05;
3;4;500468204;Halter;2;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRU001;W05;
3;5;500576614;Montagewinkel;3;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRU001;W05;
3;6;500594227;Befestigungswinkel;2;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRU001;W05;
3;7;500594240;Montagewinkel;1;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRU001;W05;
3;8;500468205;Beilage 1mm;4;ST;86;SP;1;ND;F;ROH;;88;M1FL;W-BRU001;W11;X
3;9;500468206;Beilage 3mm;2;ST;86;SP;1;ND;F;ROH;;88;M1FL;W-BRU001;W11;X
3;10;500594140;Schallgeber SG21;1;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRU001;W11;
3;11;500327166;Sechskantschr.M8x20 ISO4017-A4-80;22;ST;86;SP;1;ND;F;ROH;;88;M1FL;W-BRU001;W09;X
3;12;650010411;Sechskantm.M8 ISO4032-A4-80;14;ST;86;SP;1;ND;F;ROH;;88;M1FL;W-BRU001;W09;X
3;13;500057305;Sperrkantscheibe SKB-8-NrFSt;34;ST;86;SP;1;ND;F;ROH;;88;M1FL;W-BRU001;W09;X
3;14;500372958;Senkschr.M6x16 ISO10642-A4-80;12;ST;86;SP;1;ND;F;ROH;;88;M1FL;W-BRU001;W09;X
3;15;815001297;Sperrkantscheibe SKS-8-NrFSt;2;ST;86;SP;1;ND;F;ROH;;88;M1FL;W-BRU001;W09;X
3;1;500195500;Wefapox 2K W DS Lack RAL 9005 Wefa; 0,000;KG;86;SP;1;PD;F;ROH;1;88;M1FL;W-FZU001;W09;
3;2;500140799;Härter 51 f.2K W DS Lack Wefa Hobb.; 0,000;KG;86;SP;1;PD;F;ROH;1;88;M1FL;W-FZU001;W09;
3;1;500036716;Montagepaste Klüber 46MR401; 0,170;KG;86;SP;1;PD;F;ROH;1;88;M1FL;75134;W09;
2;3;585016CM1;Anbau S-Waschanlage CM;1;ST;86;SP;300;PD;E;HALB;1;15;INV;W-BRU001;;
3;1;500595726;Gehaeuse kpl.inkl.Befestigungswinkel;1;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRULAP;W01;
3;2;500595727;Wassertank m.Pumpe u.Fuellstandsensor;1;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRULAP;W01;
3;3;500595729;Scheibenwischerarm mit Waschduese;1;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRULAP;W01;
3;4;500595780;Scheibenwischerblatt 1000mm;1;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRULAP;W01;
3;5;500329819;Sechskantschr.M8x25 ISO4017-A4-80;6;ST;86;SP;1;ND;F;ROH;;88;M1FL;W-BRULAP;W09;X
3;6;815001287;Sperrkantscheibe SKM-8 TN096340-NrFSt-A4;6;ST;86;SP;1;ND;F;ROH;;88;M1FL;W-BRULAP;W09;X
3;7;500498792;Beilage Bl 2x30x35 ISO9445;4;ST;86;SP;1;ND;F;HALB;;88;M1FL;W-BRULAP;W05;X
3;8;500531006;Beilage Bl 2x90x30 ISO9445;4;ST;86;SP;1;ND;F;ROH;;88;M1FL;W-BRULAP;W05;X
3;1;500036716;Montagepaste Klüber 46MR401; 0,030;KG;86;SP;1;PD;F;ROH;1;88;M1FL;75134;W09;
3;1;500122040;Klebstoff Hyloglue plus 405 Tube 20g; 0,004;KG;86;SP;1;PD;F;ROH;1;88;M1FL;56460;W09;
3;11;500327166;Sechskantschr.M8x20 ISO4017-A4-80;6;ST;86;SP;1;ND;F;ROH;;88;M1FL;W-BRULAP;W09;X
3;1;500195500;Wefapox 2K W DS Lack RAL 9005 Wefa; 0,000;KG;86;SP;1;PD;F;ROH;1;88;M1FL;W-FZU001;W09;
3;2;500140799;Härter 51 f.2K W DS Lack Wefa Hobb.; 0,000;KG;86;SP;1;PD;F;ROH;1;88;M1FL;W-FZU001;W09;
2;4;584993CM1;Anbau Kinematik Kupplungsabdeckung;1;ST;86;SP;300;PD;E;HALB;1;15;INV;W-BRU001;;
3;1;500594035;Vormontage Kinematik Kupplungsabdeckung;1;ST;86;SP;200;PD;E;HALB;1;15;M1FL;W-BRU001;;
4;1;500594002;Stossbügel kpl;1;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W05;
4;2;500597265;Aufnahme kpl li;1;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W05;
4;3;500597266;Aufnahme kpl re;1;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W05;
4;4;500596516;Querverbindung kpl;1;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W05;
4;5;500597274;Hebel aussen kpl li;1;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W05;
4;6;500597275;Hebel aussen kpl re;1;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W05;
4;7;500597886;Halter Gasfeder;2;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W05;
4;8;500595761;Gasdruckfeder;2;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W02;
4;9;500521968;Anbindung Stossbügel li;1;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W05;
4;10;500521969;Anbindung Stossbügel re;1;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W05;
4;11;500521899;Druckfeder L0 97 De 24;4;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W02;
4;12;500597241;Verschlussbolzen;4;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W05;
4;13;500521987;Zylinderschraube M4x12 bearbeitet;4;ST;86;SP;1;ND;F;ROH;;88;VO90;W-BRU001;W05;X
4;14;500436776;Bolzen 18;6;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W05;
4;15;500521960;Bolzen 18x47;2;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W05;
4;16;76000306S;"Bundbuchse ID=18;AD=20;l=17";8;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W02;X
4;17;500601670;Sicherheitsvorreiber Daimler mit Zunge;2;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W11;
4;18;500597242;Abstandsblock;2;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W05;
4;19;500597243;Einhakblech;2;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W05;
4;20;500597244;Verbindungsblech;2;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W05;
4;21;500372958;Senkschr.M6x16 ISO10642-A4-80;4;ST;86;SP;1;ND;F;ROH;;88;VO90;W-BRU001;W09;X
4;22;500440653;Scheibe;2;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W05;
4;23;500333914;Scheibe 12 ISO7089-200HV-A4;6;ST;86;SP;1;ND;F;ROH;;88;VO90;W-BRU001;W09;X
4;24;650010413;Sechskantm.M12 ISO4032-A4-80;4;ST;86;SP;1;ND;F;ROH;;88;VO90;W-BRU001;W09;X
4;25;815001309;Sperrkantscheibe SKM12-Nrst;4;ST;86;SP;1;ND;F;ROH;;88;VO90;W-BRU001;W09;X
4;26;500333314;Zylinderschr.M10x25 ISO4762 A4-80;4;ST;86;SP;1;ND;F;ROH;;88;VO90;W-BRU001;W09;X
4;27;500522104;Rastbolzen D10;2;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W02;
4;28;500522105;Sechskantm.M20x1,5 ISO8657-A2;4;ST;86;SP;1;ND;F;ROH;;88;VO90;W-BRU001;W02;X
4;29;500226934;Anschlagpuffer Typ D mittel 530035;2;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W11;
4;30;500334103;Sechskantm.M8 ISO4035-A4-035;2;ST;86;SP;1;ND;F;ROH;;88;VO90;W-BRU001;W09;X
4;31;815001287;Sperrkantscheibe SKM-8 TN096340-NrFSt-A4;6;ST;86;SP;1;ND;F;ROH;;88;VO90;W-BRU001;W09;X
4;32;500329819;Sechskantschr.M8x25 ISO4017-A4-80;4;ST;86;SP;1;ND;F;ROH;;88;VO90;W-BRU001;W09;X
4;33;500525151;Bügelgriff GN728-180-B-SW;2;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W02;X
4;34;500343140;Zylinderschr.M8x25 ISO4762-A4-80;4;ST;86;SP;1;ND;F;ROH;;88;VO90;W-BRU001;W09;X
4;35;500183079;Sperrkantscheibe SKZ-8-NrFSt;4;ST;86;SP;1;ND;F;ROH;;88;VO90;W-BRU001;W09;X
4;36;815001288;Sperrkantscheibe SKM-6-NrFst (A4);4;ST;86;SP;1;ND;F;ROH;;88;VO90;W-BRU001;W09;X
4;37;500207096;Sechskantschr.M6x20 ISO4017-8.8 Geo500A;4;ST;86;SP;1;PD;F;ROH;;88;VO90;W-BRU001;W09;X
4;11;500340296;Loctite 243 Schraubensicherung; 0,010;KG;86;SP;1;PD;F;ROH;1;88;VO90;W-VIE001;W09;
4;1;500036716;Montagepaste Klüber 46MR401; 0,000;KG;86;SP;1;PD;F;ROH;1;88;VO90;75134;W09;
4;40;67000020S;Schmierung LOCTITE 8156; 0,010;KG;86;SP;1;PD;F;ROH;1;88;VO90;W-BRU001;W02;
3;2;500594036;Adapterplatte;2;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRU001;W05;
3;3;500595473;Crashabsorber Brüssel;2;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRU001;W01;
3;4;500597983;Bolzen fuer Crashabsorber;2;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRU001;W05;
3;5;500597984;Scheibe fuer Bolzen;2;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRU001;W05;
3;6;500327166;Sechskantschr.M8x20 ISO4017-A4-80;4;ST;86;SP;1;ND;F;ROH;;88;M1FL;W-BRU001;W09;X
3;7;815001287;Sperrkantscheibe SKM-8 TN096340-NrFSt-A4;4;ST;86;SP;1;ND;F;ROH;;88;M1FL;W-BRU001;W09;X
3;8;500343140;Zylinderschr.M8x25 ISO4762-A4-80;4;ST;86;SP;1;ND;F;ROH;;88;M1FL;W-BRU001;W09;X
3;9;500557476;Sechskantschr.M16X150 ISO4014-10.9 Geo;8;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRU001;W02;X
3;10;500465704;Scheibe 16 ISO7089-300HV-Geomet500B;8;ST;86;SP;1;ND;F;ROH;;88;M1FL;W-BRU001;W09;X
3;11;500340296;Loctite 243 Schraubensicherung; 0,012;KG;86;SP;1;PD;F;ROH;1;88;M1FL;W-VIE001;W09;
3;1;500036716;Montagepaste Klüber 46MR401; 0,000;KG;86;SP;1;PD;F;ROH;1;88;M1FL;75134;W09;
3;13;67000020S;Schmierung LOCTITE 8156; 0,001;KG;86;SP;1;PD;F;ROH;1;88;M1FL;W-BRU001;W02;
3;1;500195500;Wefapox 2K W DS Lack RAL 9005 Wefa; 0,000;KG;86;SP;1;PD;F;ROH;1;88;M1FL;W-FZU001;W09;
3;2;500140799;Härter 51 f.2K W DS Lack Wefa Hobb.; 0,000;KG;86;SP;1;PD;F;ROH;1;88;M1FL;W-FZU001;W09;
2;5;584996CM1;Anbau Kupplungsabdeckung 2300;1;ST;86;SP;300;PD;E;HALB;1;15;INV;W-BRU001;;
3;1;500594222;Konsole Gummiteil kpl;1;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRUMPT;W05;
3;2;500594229;Gummistossstange kpl;1;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRUMPT;W11;
3;3;500598608;PU Kupplungsabdeckung links kpl;1;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRUMPT;W06;
3;4;500598610;PU Kupplungsabdeckung mitte kpl;1;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRUMPT;W06;
3;5;500598612;PU Kupplungsabdeckung rechts kpl;1;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRUMPT;W06;
3;6;500598559;Konsole seite oben links kpl;1;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRUMPT;W05;
3;7;500598591;Konsole seite mitte links kpl;1;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRUMPT;W05;
3;8;500598593;Konsole seite unten links kpl;1;ST;86;SP;1;PD;F;ROH;;88;M1FL;W-BRUMPT;W05;
